game_id,random_seed,player_count,round,season,log_type,message,tile_id,tile_name,tile_category,card_id,card_name,encounter_type,action_cost,resource_gained_total,strain_added,strain_prevented,strain_removed
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,4,I,turn,Player 1 ended their turn. Round 4 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,4,I,round,Resolved end-of-round effects for Round 4. Round 5 is ready for seasonal seeding.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,4,I,season_effect,End of Season I: Overstrained tiles spread 0 Strain.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,5,II,encounter,Seeded 3 Encounter Cards for Season II.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,5,II,encounter,Revealed Strong Foundations.,,,,arrival_strong_foundations,Strong Foundations,Arrival,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,5,II,encounter,Completed Strong Foundations.,,,,arrival_strong_foundations,Strong Foundations,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,5,II,place_tile,Placed Stedding on I2.,core_neighborhood_basic,Stedding,Housing,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,5,II,place_tile,Placed Alms House on I3.,special_alms_house,Alms House,Special,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,5,II,place_tile,Placed The Reavers' Respite on I1.,special_the_reavers_respite,The Reavers' Respite,Special,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,5,II,turn,Player 1 ended their turn. Round 5 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,5,II,round,Resolved end-of-round effects for Round 5. Round 6 is ready to reveal.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,6,II,encounter,Revealed Dark Decay to Light.,,,,arrival_from_dark_decay_to_light_display,Dark Decay to Light,Arrival,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,6,II,encounter,Completed Dark Decay to Light.,,,,arrival_from_dark_decay_to_light_display,Dark Decay to Light,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,6,II,place_tile,Placed House of Learning on J2.,special_house_of_learning,House of Learning,Special,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,6,II,activate_tile,"Activated Sustainable Lumber Yard for 2 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,6,II,activate_tile,"Activated Sustainable Lumber Yard for 0 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,6,II,turn,Player 1 ended their turn. Round 6 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,6,II,round,Resolved end-of-round effects for Round 6. Round 7 is ready to reveal.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,7,II,encounter,Revealed Carts Before Sunrise.,,,,boon_carts_before_sunrise,Carts Before Sunrise,Boon,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,7,II,place_tile,Placed Cabin on J1.,core_cottage_basic,Cabin,Housing,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,7,II,place_tile,Placed Washhouse on H3.,core_washhouse_basic,Washhouse,Wellbeing,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,7,II,place_tile,Placed Apothecary on J3.,core_apothecary_basic,Apothecary,Wellbeing,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,7,II,place_tile,Placed Bridge on G4.,core_bridge_basic,Bridge,Travel,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,7,II,turn,Player 1 ended their turn. Round 7 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,7,II,round,Resolved end-of-round effects for Round 7. Round 8 is ready to reveal.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,8,II,encounter,Revealed Old Trenches Return.,,,,burden_return_to_the_trenches,Old Trenches Return,Burden,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,8,II,encounter,Resolved Old Trenches Return.,,,,burden_return_to_the_trenches,Old Trenches Return,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,8,II,place_tile,Placed The Waystation on G3.,special_the_waystation,The Waystation,Special,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,8,II,place_tile,Placed Dig Site on G5.,core_dig_site_basic,Dig Site,Resource,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,8,II,place_tile,Placed The Lorekeepers' Respite on G6.,special_the_lorekeepers_respite,The Lorekeepers' Respite,Special,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,8,II,turn,Player 1 ended their turn. Round 8 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,8,II,round,Resolved end-of-round effects for Round 8. Round 9 is ready for seasonal seeding.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,8,II,season_effect,End of Season II: Overstrained tiles spread 0 Strain.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,9,III,encounter,Seeded 3 Encounter Cards for Season III.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,9,III,encounter,Revealed Settlement of Plenty.,,,,boon_the_settlement_of_plenty,Settlement of Plenty,Boon,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,9,III,activate_tile,"Activated Sustainable Lumber Yard for 3 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,9,III,activate_tile,"Activated Sustainable Lumber Yard for 1 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,9,III,activate_tile,"Activated Sustainable Lumber Yard for 0 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,9,III,place_tile,Placed Cabin on I4.,core_cottage_basic,Cabin,Housing,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,9,III,turn,Player 1 ended their turn. Round 9 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,9,III,round,Resolved end-of-round effects for Round 9. Round 10 is ready to reveal.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,10,III,encounter,Revealed The Wonderful Find.,,,,boon_a_wonderful_find,The Wonderful Find,Boon,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,10,III,activate_tile,"Activated Sustainable Lumber Yard for 2 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,10,III,activate_tile,"Activated Sustainable Lumber Yard for 0 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,10,III,place_tile,Placed Cabin on K3.,core_cottage_basic,Cabin,Housing,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,10,III,activate_tile,"Activated Sustainable Lumber Yard for 2 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,10,III,turn,Player 1 ended their turn. Round 10 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,10,III,round,Resolved end-of-round effects for Round 10. Round 11 is ready to reveal.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,11,III,encounter,Revealed Foundations Remember War.,,,,burden_foundations_remember_war,Foundations Remember War,Burden,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,11,III,activate_tile,"Activated Sustainable Lumber Yard for 0 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,11,III,activate_tile,"Activated Sustainable Lumber Yard for 0 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,11,III,activate_tile,Activated Dig Site for 2 Metal.,core_dig_site_basic,Dig Site,Resource,,,,1,2,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,11,III,activate_tile,"Activated Sustainable Lumber Yard for 0 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,11,III,turn,Player 1 ended their turn. Round 11 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,11,III,round,Resolved end-of-round effects for Round 11. Round 12 is ready to reveal.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,12,III,encounter,Revealed Empty Shelves.,,,,burden_empty_shelves,Empty Shelves,Burden,0,0,1,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,12,III,encounter,Resolved Empty Shelves.,,,,burden_empty_shelves,Empty Shelves,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,12,III,place_tile,Placed Cottage on K2.,core_terrace_basic,Cottage,Housing,,,,1,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,12,III,activate_tile,"Activated Sustainable Lumber Yard for 2 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,12,III,activate_tile,"Activated Sustainable Lumber Yard for 0 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,12,III,turn,Player 1 ended their turn. Round 12 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-1p-001,playtester-bot-balance-2026-06-13-deal-01-1p,1,12,III,round,Resolved end-of-round effects for Round 12. The standard game is complete.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,setup,Created a 2-player standard setup.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,setup,Built a balanced standard Encounter pool.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,setup,Dealt hidden player hands and the starting Encounter Deck.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,setup,Stocked the starting Warehouse for the player count.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,setup,Assigned Steward roles and prepared their setup token sites.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,setup,Player 1 placed their Vanguard token on G1.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,setup,Player 2 placed their Sentinel token on A1.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,encounter,Seeded 6 Encounter Cards for Season I.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,encounter,Revealed Battle to Cattle.,,,,arrival_from_battle_to_cattle,Battle to Cattle,Arrival,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,encounter,Revealed Songs of War to Ore.,,,,arrival_from_songs_of_war_to_the_search_for_ore,Songs of War to Ore,Arrival,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,encounter,Completed Battle to Cattle.,,,,arrival_from_battle_to_cattle,Battle to Cattle,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,encounter,Completed Songs of War to Ore.,,,,arrival_from_songs_of_war_to_the_search_for_ore,Songs of War to Ore,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,place_tile,Placed Lumber Yard on H1.,core_forest_basic,Lumber Yard,Resource,,,,1,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,place_tile,Placed Lumber Yard on G1.,core_forest_basic,Lumber Yard,Resource,,,,1,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,turn,Player 1 ended their turn. Player 2 is active.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,place_tile,Placed Mine Shaft on B1.,core_mine_basic,Mine Shaft,Resource,,,,1,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,place_tile,Placed Mine Shaft on A1.,core_mine_basic,Mine Shaft,Resource,,,,1,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,upgrade_tile,Upgraded Mine Shaft to Deep Mine Shaft.,core_deep_mines_upgraded,Deep Mine Shaft,Resource,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,upgrade_tile,Upgraded Mine Shaft to Deep Mine Shaft.,core_deep_mines_upgraded,Deep Mine Shaft,Resource,,,,1,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,activate_tile,"Activated Deep Mine Shaft for 3 Stone, 2 Metal.",core_deep_mines_upgraded,Deep Mine Shaft,Resource,,,,1,5,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,turn,Player 2 ended their turn. Round 1 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,1,I,round,Resolved end-of-round effects for Round 1. Round 2 is ready to reveal.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,encounter,Revealed Rot in the Vault.,,,,burden_the_rot_within_the_vault,Rot in the Vault,Burden,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,encounter,Revealed Burden-Bearers.,,,,arrival_the_burden_bearers,Burden-Bearers,Arrival,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,encounter,Resolved Rot in the Vault.,,,,burden_the_rot_within_the_vault,Rot in the Vault,,1,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,upgrade_tile,Upgraded Lumber Yard to Sustainable Lumber Yard.,core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,upgrade_tile,Upgraded Lumber Yard to Sustainable Lumber Yard.,core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,activate_tile,"Activated Sustainable Lumber Yard for 3 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,turn,Player 1 ended their turn. Player 2 is active.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,activate_tile,"Activated Deep Mine Shaft for 2 Stone, 2 Metal.",core_deep_mines_upgraded,Deep Mine Shaft,Resource,,,,1,5,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,activate_tile,"Activated Deep Mine Shaft for 0 Stone, 2 Metal.",core_deep_mines_upgraded,Deep Mine Shaft,Resource,,,,1,5,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,activate_tile,"Activated Deep Mine Shaft for 0 Stone, 2 Metal.",core_deep_mines_upgraded,Deep Mine Shaft,Resource,,,,1,5,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,activate_tile,"Activated Deep Mine Shaft for 0 Stone, 1 Metal.",core_deep_mines_upgraded,Deep Mine Shaft,Resource,,,,1,5,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,turn,Player 2 ended their turn. Round 2 is ready for end-of-round effects.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,2,I,round,Resolved end-of-round effects for Round 2. Round 3 is ready to reveal.,,,,,,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,3,I,encounter,Revealed No Soul Goes Unserved.,,,,arrival_no_soul_shall_go_without,No Soul Goes Unserved,Arrival,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,3,I,encounter,Revealed Hands for Heavy Work.,,,,arrival_hands_for_heavy_work,Hands for Heavy Work,Arrival,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,3,I,encounter,Completed No Soul Goes Unserved.,,,,arrival_no_soul_shall_go_without,No Soul Goes Unserved,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,3,I,encounter,Completed Hands for Heavy Work.,,,,arrival_hands_for_heavy_work,Hands for Heavy Work,,0,0,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,3,I,activate_tile,"Activated Sustainable Lumber Yard for 3 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,3,I,activate_tile,"Activated Sustainable Lumber Yard for 3 Wood, 2 Food.",core_managed_woodlands_upgraded,Sustainable Lumber Yard,Resource,,,,1,5,0,0,0
sim-balanced-2p-001,playtester-bot-balance-2026-06-13-deal-01-2p,2,3,I,turn,Player 1 ended their turn. Player 2 is active.,,,,,,,0,0,0,0,0
